CPU,Min_Cores,Max_Cores,Max_Clock(MHz),Process(NM),TDP(Watts),Release,Release_Year,CPU_HPI
Phenom X3 8750 BE,3,3,2400,65.0,95,"Sep 8th, 2008",2008,110.76923076923077
Phenom X3 8750,3,3,2400,65.0,95,"Apr 23rd, 2008",2008,110.76923076923077
Phenom X3 8650,3,3,2300,65.0,95,"Apr 23rd, 2008",2008,106.15384615384616
Phenom X3 8600,3,3,2300,65.0,95,"Mar 27th, 2008",2008,106.15384615384616
Phenom X3 8550,3,3,2200,65.0,95,"Apr 23rd, 2008",2008,101.53846153846153
Phenom X3 8450e,3,3,2100,65.0,65,"Sep 8th, 2008",2008,96.92307692307692
Phenom X3 8450,3,3,2100,65.0,95,"Apr 23rd, 2008",2008,96.92307692307692
Phenom X3 8400,3,3,2100,65.0,95,"Mar 27th, 2008",2008,96.92307692307692
Phenom X3 8250e,3,3,1900,65.0,65,"Sep 8th, 2008",2008,87.6923076923077
Phenom II X6 1100T BE,6,6,3700,45.0,125,"Dec 7th, 2010",2010,493.3333333333333
Phenom II X6 1090T BE,6,6,3600,45.0,125,"Apr 27th, 2010",2010,480.0
Phenom II X6 1075T,6,6,3500,45.0,125,"Sep 21st, 2010",2010,466.6666666666667
Phenom II X6 1065T,6,6,3400,45.0,125,"Dec 7th, 2010",2010,453.3333333333333
Phenom II X6 1055T (95W),6,6,3300,45.0,95,"May 1st, 2010",2010,440.0
Phenom II X6 1055T (125W),6,6,3300,45.0,125,"Apr 27th, 2010",2010,440.0
Phenom II X6 1045T,6,6,3200,45.0,95,"Sep 1st, 2010",2010,426.6666666666667
Phenom II X6 1035T,6,6,3100,45.0,95,"Apr 27th, 2010",2010,413.3333333333333
Phenom II X4 B97,4,4,3200,45.0,95,"May 11th, 2010",2010,284.44444444444446
Phenom II X4 980 BE,4,4,3700,45.0,125,"May 3rd, 2011",2011,328.8888888888889
Phenom II X4 975 BE,4,4,3600,45.0,125,"Jan 4th, 2011",2011,320.0
Phenom II X4 970 BE,4,4,3500,45.0,125,"Oct 1st, 2010",2010,311.1111111111111
Phenom II X4 970 BE,4,4,3500,45.0,125,"Sep 21st, 2010",2010,311.1111111111111
Phenom II X4 960T BE,4,4,3400,45.0,95,"Jun 1st, 2010",2010,302.22222222222223
Phenom II X4 910e,4,4,2600,45.0,65,"Jan 25th, 2010",2010,231.11111111111111
Phenom II X4 850,4,4,3300,45.0,95,"Jun 1st, 2011",2011,293.3333333333333
Phenom II X4 840T,4,4,3200,45.0,95,"Sep 1st, 2010",2010,284.44444444444446
Phenom II X4 840,4,4,3200,45.0,95,"Jan 4th, 2011",2011,284.44444444444446
Phenom II X4 650T,4,4,3200,45.0,95,"Jul 1st, 2011",2011,284.44444444444446
Phenom II X3 B77,3,3,3200,45.0,95,"May 11th, 2010",2010,213.33333333333334
Phenom II X3 B75,3,3,3000,45.0,95,"Oct 1st, 2009",2009,200.0
Phenom II X3 B73,3,3,2800,45.0,95,"Oct 1st, 2009",2009,186.66666666666666
Phenom II X3 740 BE,3,3,3000,45.0,95,"Sep 1st, 2009",2009,200.0
Phenom II X3 720 BE,3,3,2800,45.0,95,"Feb 9th, 2009",2009,186.66666666666666
Phenom II X3 720,3,3,2800,45.0,95,"Jan 1st, 2010",2010,186.66666666666666
Phenom II X3 715 BE,3,3,2800,45.0,95,"Oct 1st, 2010",2010,186.66666666666666
Phenom II X3 710,3,3,2600,45.0,95,"Feb 9th, 2009",2009,173.33333333333334
Phenom II X3 705e,3,3,2500,45.0,65,"Jun 2nd, 2009",2009,166.66666666666666
Phenom II X3 700e,3,3,2400,45.0,65,"Jun 2nd, 2009",2009,160.0
Phenom II X2 B57,2,2,3200,45.0,80,"May 11th, 2010",2010,142.22222222222223
Phenom II X2 B55,2,2,3000,45.0,80,"Oct 1st, 2009",2009,133.33333333333334
Phenom II X2 B53,2,2,2800,45.0,80,"Oct 1st, 2009",2009,124.44444444444444
Phenom II X2 570 BE,2,2,3500,45.0,80,"May 3rd, 2010",2010,155.55555555555554
Phenom II X2 565 BE,2,2,3400,45.0,80,"Dec 7th, 2010",2010,151.11111111111111
Phenom II X2 560 BE,2,2,3300,45.0,80,"Sep 21st, 2010",2010,146.66666666666666
Phenom II X2 555 BE,2,2,3200,45.0,80,"Jan 25th, 2010",2010,142.22222222222223
Phenom II X2 550 BE,2,2,3100,45.0,80,"Jun 1st, 2009",2009,137.77777777777777
Phenom II X2 550,2,2,3100,45.0,80,"Nov 4th, 2009",2009,137.77777777777777
Phenom II X2 545,2,2,3000,45.0,80,"Jun 1st, 2009",2009,133.33333333333334
Pentium U5600,2,2,1333,32.0,18,"Jan 9th, 2011",2011,83.3125
Pentium U5400,2,2,1200,32.0,18,"May 25th, 2010",2010,75.0
Pentium SU4100,2,2,1300,45.0,10,"Sep 1st, 2009",2009,57.77777777777778
Pentium SU2700,1,1,1300,45.0,10,"Jun 2nd, 2009",2009,28.88888888888889
Pentium Silver J5005,4,4,2400,14.0,10,"Dec 1st, 2017",2017,685.7142857142857
Pentium P6300,2,2,2266,32.0,35,"Jan 9th, 2011",2011,141.625
Pentium P6200,2,2,2133,32.0,35,"Sep 26th, 2010",2010,133.3125
Pentium P6100,2,2,2000,32.0,35,"Sep 26th, 2010",2010,125.0
Pentium P6000,2,2,1877,32.0,35,"Jun 20th, 2010",2010,117.3125
Pentium M 780,1,1,2260,90.0,27,"Jul 25th, 2005",2005,25.11111111111111
Pentium M 765,1,1,2100,90.0,21,"Oct 20th, 2004",2004,23.333333333333332
Pentium M 725,1,1,1600,90.0,21,"Jun 23rd, 2004",2004,17.77777777777778
Pentium M 715,1,1,1500,90.0,21,"Jun 23rd, 2004",2004,16.666666666666668
Pentium M 1.70,1,1,1700,130.0,24,"Jun 2nd, 2003",2003,13.076923076923077
Pentium M 1.60,1,1,1600,130.0,24,"Mar 12th, 2003",2003,12.307692307692308
Pentium M 1.50,1,1,1500,130.0,24,"Mar 12th, 2003",2003,11.538461538461538
Pentium M 1.40,1,1,1400,130.0,24,"Mar 12th, 2003",2003,10.76923076923077
Pentium M 1.30,1,1,1300,130.0,24,"Mar 12th, 2003",2003,10.0
Pentium III Xeon 933 5V-12V,1,1,933,180.0,30,"May 24th, 2000",2000,5.183333333333334
Pentium III Xeon 933 2.8V,1,1,933,180.0,29,"May 24th, 2000",2000,5.183333333333334
Pentium III Xeon 900 5V-12V,1,1,900,180.0,36,"Mar 21st, 2001",2001,5.0
Pentium III Xeon 900 2.8V,1,1,900,180.0,36,"Mar 21st, 2001",2001,5.0
Pentium III Xeon 866 5V-12V,1,1,866,180.0,25,"Apr 10th, 2000",2000,4.811111111111111
Pentium III Xeon 866 2.8V,1,1,866,180.0,25,"Apr 10th, 2000",2000,4.811111111111111
Pentium III Xeon 800 5V-12V,1,1,800,180.0,25,"Jan 12th, 2000",2000,4.444444444444445
Pentium III Xeon 800 2.8V,1,1,800,180.0,25,"Jan 12th, 2000",2000,4.444444444444445
Pentium III Xeon 733 5V-12V,1,1,733,180.0,23,"Oct 25th, 1999",1999,4.072222222222222
Pentium III Xeon 733 2.8V,1,1,733,180.0,23,"Oct 25th, 1999",1999,4.072222222222222
Pentium III Xeon 700-2M 5V-12V,1,1,700,180.0,30,"May 22nd, 2000",2000,3.888888888888889
Pentium III Xeon 700-2M 2.8V,1,1,700,180.0,30,"May 22nd, 2000",2000,3.888888888888889
Pentium III Xeon 700 5V-12V,1,1,700,180.0,30,"May 22nd, 2000",2000,3.888888888888889
Pentium III Xeon 700 2.8V,1,1,700,180.0,29,"May 22nd, 2000",2000,3.888888888888889
Pentium III Xeon 667 5V-12V,1,1,667,180.0,21,"Oct 25th, 1999",1999,3.7055555555555557
Pentium III Xeon 667 2.8V,1,1,667,180.0,21,"Oct 25th, 1999",1999,3.7055555555555557
Pentium III Xeon 600 5V-12V,1,1,600,180.0,19,"Oct 25th, 1999",1999,3.3333333333333335
Pentium III Xeon 600 2.8V,1,1,600,180.0,19,"Oct 25th, 1999",1999,3.3333333333333335
Pentium III Xeon 550 2MB,1,1,550,28.0,41,"Aug 23rd, 1999",1999,19.642857142857142
Pentium III Xeon 550 1MB,1,1,550,28.0,35,"Aug 23rd, 1999",1999,19.642857142857142
Pentium III Xeon 550,1,1,550,28.0,34,"Apr 7th, 1999",1999,19.642857142857142
Pentium III Xeon 500 2MB,1,1,500,28.0,37,"Mar 17th, 1999",1999,17.857142857142858
Pentium III Xeon 500 1MB,1,1,500,28.0,45,"Mar 17th, 1999",1999,17.857142857142858
Pentium III Xeon 500,1,1,500,28.0,36,"Mar 17th, 1999",1999,17.857142857142858
Pentium III Xeon 1000 5V-12V,1,1,1000,180.0,31,"Aug 25th, 2000",2000,5.555555555555555
Pentium III Xeon 1000 2.8V,1,1,1000,180.0,30,"Aug 25th, 2000",2000,5.555555555555555
Pentium III 1400S,1,1,1400,130.0,32,"Jan 8th, 2002",2002,10.76923076923077
Pentium III 1400,1,1,1400,130.0,31,"Dec 1st, 2001",2001,10.76923076923077
Pentium III 1333,1,1,1333,130.0,30,"Dec 1st, 2001",2001,10.253846153846155
Pentium III 1266S,1,1,1266,130.0,30,"Jul 1st, 2001",2001,9.738461538461538
Pentium III 1200,1,1,1200,130.0,30,"Jul 1st, 2001",2001,9.23076923076923
Pentium III 1133S,1,1,1133,130.0,29,"Jun 1st, 2001",2001,8.715384615384615
Pentium III 1133,1,1,1133,180.0,29,"Jul 31st, 2000",2000,6.294444444444444
Pentium III 1133,1,1,1133,130.0,29,"Jul 1st, 2001",2001,8.715384615384615
Pentium III 1133,1,1,1133,180.0,29,"Jun 1st, 2001",2001,6.294444444444444
Pentium III 1000S,1,1,1000,130.0,30,"Jun 1st, 2001",2001,7.6923076923076925
Pentium III 1000,1,1,1000,180.0,29,"Jun 1st, 2001",2001,5.555555555555555
Pentium III 1000,1,1,1000,130.0,30,"Jul 1st, 2001",2001,7.6923076923076925
Pentium III  933,1,1,933,180.0,27,"Jun 1st, 2001",2001,5.183333333333334
Pentium III  866,1,1,866,180.0,38,"Jun 1st, 2001",2001,4.811111111111111
Pentium III  800,1,1,800,180.0,38,"Jun 1st, 2001",2001,4.444444444444445
Pentium II Xeon 450 2MB,1,1,450,28.0,47,"Jan 4th, 1999",1999,16.071428571428573
Pentium II Xeon 450 1MB,1,1,450,28.0,43,"Jan 4th, 1999",1999,16.071428571428573
Pentium II Xeon 450,1,1,450,28.0,35,"Oct 6th, 1998",1998,16.071428571428573
Pentium II Xeon 400 1MB,1,1,400,28.0,38,"Jun 29th, 1998",1998,14.285714285714286
Pentium II Xeon 400,1,1,400,28.0,31,"Jun 29th, 1998",1998,14.285714285714286
Pentium Gold G6605,2,4,4300,14.0,65,"Mar 16th, 2021",2021,1228.5714285714287
Pentium Gold G6505T,2,4,3600,14.0,35,"Mar 16th, 2021",2021,1028.5714285714287
Pentium Gold G6505,2,4,4200,14.0,65,"Mar 16th, 2021",2021,1200.0
Pentium Gold G6405T,2,4,3500,14.0,35,"Mar 16th, 2021",2021,1000.0
Pentium Gold G6405,2,4,4100,14.0,65,"Mar 16th, 2021",2021,1171.4285714285713
Pentium G870,2,2,3100,32.0,65,"Jun 3rd, 2012",2012,193.75
Pentium G860T,2,2,2600,32.0,35,"Jun 3rd, 2012",2012,162.5
Pentium G860,2,2,3000,32.0,65,"Sep 4th, 2011",2011,187.5
Pentium G850,2,2,2900,32.0,65,"May 22nd, 2011",2011,181.25
Pentium G840,2,2,2800,32.0,65,"May 22nd, 2011",2011,175.0
Pentium G6960,2,2,2933,32.0,73,"Jan 9th, 2011",2011,183.3125
Pentium G6951,2,2,2800,32.0,73,"Sep 1st, 2010",2010,175.0
Pentium G6950,2,2,2800,32.0,73,"Jan 7th, 2010",2010,175.0
Pentium G645T,2,2,2500,32.0,35,"Sep 2nd, 2012",2012,156.25
Pentium G645,2,2,2900,32.0,65,"Sep 2nd, 2012",2012,181.25
Pentium G640T,2,2,2400,32.0,35,"Jun 3rd, 2012",2012,150.0
Pentium G640,2,2,2800,32.0,65,"Jun 3rd, 2012",2012,175.0
Pentium G632,2,2,2700,32.0,65,"Sep 4th, 2011",2011,168.75
Pentium G630T,2,2,2300,32.0,35,"Sep 4th, 2011",2011,143.75
Pentium G630,2,2,2700,32.0,65,"Sep 4th, 2011",2011,168.75
Pentium G622,2,2,2600,32.0,65,"May 22nd, 2011",2011,162.5
Pentium G620T,2,2,2200,32.0,35,"May 22nd, 2011",2011,137.5
Pentium G620,2,2,2600,32.0,65,"May 22nd, 2011",2011,162.5
Pentium G4620,2,4,3700,14.0,51,"Jan 3rd, 2017",2017,1057.142857142857
Pentium G4600T,2,4,3000,14.0,35,"Jan 3rd, 2017",2017,857.1428571428571
Pentium G4600,2,4,3600,14.0,51,"Jan 3rd, 2017",2017,1028.5714285714287
Pentium G4560T,2,4,2900,14.0,35,"Jan 3rd, 2017",2017,828.5714285714286
Pentium G4560,2,4,3500,14.0,51,"Jan 3rd, 2017",2017,1000.0
Pentium G3430,2,2,3300,22.0,54,"Sep 1st, 2013",2013,300.0
Pentium G3420T,2,2,2700,22.0,35,"Sep 1st, 2013",2013,245.45454545454547
Pentium G3420,2,2,3200,22.0,54,"Sep 1st, 2013",2013,290.90909090909093
Pentium G3220T,2,2,2600,22.0,35,"Sep 1st, 2013",2013,236.36363636363637
Pentium G3220,2,2,3000,22.0,54,"Sep 1st, 2013",2013,272.72727272727275
Pentium G2130,2,2,3200,22.0,55,"Jan 21st, 2013",2013,290.90909090909093
Pentium G2120,2,2,3100,22.0,55,"Sep 3rd, 2012",2012,281.8181818181818
Pentium G2100T,2,2,2600,22.0,35,"Sep 3rd, 2012",2012,236.36363636363637
Pentium G2020T,2,2,2500,22.0,35,"Jan 21st, 2013",2013,227.27272727272728
Pentium G2020,2,2,2900,22.0,55,"Jan 21st, 2013",2013,263.6363636363636
Pentium G2010,2,2,2800,22.0,55,"Jan 21st, 2013",2013,254.54545454545453
Pentium E6800,2,2,3333,45.0,65,"Aug 29th, 2010",2010,148.13333333333333
Pentium E6700,2,2,3200,45.0,65,"May 30th, 2010",2010,142.22222222222223
Pentium E6600,2,2,3067,45.0,65,"Jan 17th, 2010",2010,136.3111111111111
Pentium E6500K,2,2,2933,45.0,65,"Aug 9th, 2009",2009,130.35555555555555
Pentium E6500,2,2,2933,45.0,65,"Aug 9th, 2009",2009,130.35555555555555
Pentium E6300,2,2,2800,45.0,65,"May 9th, 2009",2009,124.44444444444444
Pentium E5800,2,2,3200,45.0,65,"Nov 28th, 2010",2010,142.22222222222223
Pentium E5700,2,2,3000,45.0,65,"Aug 8th, 2010",2010,133.33333333333334
Pentium E5500,2,2,2800,45.0,65,"Apr 18th, 2010",2010,124.44444444444444
Pentium E5400,2,2,2700,45.0,65,"Jan 18th, 2009",2009,120.0
Pentium E5300,2,2,2600,45.0,65,"Nov 30th, 2008",2008,115.55555555555556
Pentium E5200,2,2,2500,45.0,65,"Aug 31st, 2008",2008,111.11111111111111
Pentium Dual-Core T4500,2,2,2300,45.0,35,"Jan 1st, 2010",2010,102.22222222222223
Pentium Dual-Core T4400,2,2,2200,45.0,35,"Dec 1st, 2009",2009,97.77777777777777
Pentium Dual-Core T4300,2,2,2100,45.0,35,"Apr 1st, 2009",2009,93.33333333333333
Pentium Dual-Core T4200,2,2,2000,45.0,35,"Jan 1st, 2009",2009,88.88888888888889
Pentium Dual-Core E2220,2,2,2400,65.0,65,"Mar 2nd, 2008",2008,73.84615384615384
Pentium Dual-Core E2210,2,2,2200,45.0,65,"Jun 1st, 2009",2009,97.77777777777777
Pentium D 965 EE,2,4,3730,65.0,130,"Mar 26th, 2006",2006,229.53846153846155
Pentium D 960,2,2,3600,65.0,130,"May 2nd, 2006",2006,110.76923076923077
Pentium D 955 EE,2,4,3460,65.0,130,"Jan 16th, 2006",2006,212.92307692307693
Pentium D 950,2,2,3400,65.0,130,"Jan 16th, 2006",2006,104.61538461538461
Pentium D 945,2,2,3400,65.0,95,"Jul 23rd, 2006",2006,104.61538461538461
Pentium D 940,2,2,3200,65.0,130,"Jan 16th, 2006",2006,98.46153846153847
Pentium D 930,2,2,3000,65.0,130,"Jan 16th, 2006",2006,92.3076923076923
Pentium D 925,2,2,3000,65.0,95,"Oct 1st, 2006",2006,92.3076923076923
Pentium D 920,2,2,2800,65.0,130,"Jan 16th, 2006",2006,86.15384615384616
Pentium D 915,2,2,2800,65.0,95,"Jul 23rd, 2006",2006,86.15384615384616
Pentium D 840 EE,2,4,3200,90.0,130,"May 1st, 2005",2005,142.22222222222223
Pentium D 840,2,2,3200,90.0,130,"May 26th, 2005",2005,71.11111111111111
Pentium D 830,2,2,3000,90.0,130,"May 26th, 2005",2005,66.66666666666667
Pentium D 820,2,2,2800,90.0,130,"May 26th, 2005",2005,62.22222222222222
Pentium D 820,2,2,2800,90.0,130,"May 26th, 2005",2005,62.22222222222222
Pentium B980,2,2,2400,32.0,35,"Sep 1st, 2012",2012,150.0
Pentium B970,2,2,2300,32.0,35,"Jan 1st, 2012",2012,143.75
Pentium B960,2,2,2200,32.0,35,"Oct 2nd, 2011",2011,137.5
Pentium B950,2,2,2100,32.0,35,"Jun 19th, 2011",2011,131.25
Pentium B940,2,2,2000,32.0,35,"Jun 19th, 2011",2011,125.0
Pentium B915C,2,2,1500,32.0,35,"May 1st, 2012",2012,93.75
Pentium 997,2,2,1600,32.0,17,"Sep 1st, 2012",2012,100.0
Pentium 987,2,2,1500,32.0,17,"Feb 1st, 2013",2013,93.75
Pentium 977,2,2,1400,32.0,17,"Jan 1st, 2012",2012,87.5
Pentium 967,2,2,1300,32.0,17,"Oct 2nd, 2011",2011,81.25
Pentium 957,2,2,1200,32.0,17,"Jun 19th, 2011",2011,75.0
Pentium 8505 (IPU),5,6,4400,10.0,15,"Feb 23rd, 2022",2022,2640.0
Pentium 8505,5,6,4400,10.0,15,"Feb 23rd, 2022",2022,2640.0
Pentium 8500,5,6,4400,10.0,9,"Feb 23rd, 2022",2022,2640.0
Pentium 4-M 2.60,1,1,2600,130.0,35,"Jun 11th, 2003",2003,20.0
Pentium 4-M 2.50,1,1,2500,130.0,35,"Apr 16th, 2003",2003,19.23076923076923
Pentium 4-M 2.40,1,1,2400,130.0,35,"Jan 14th, 2003",2003,18.46153846153846
Pentium 4-M 2.20,1,1,2200,130.0,35,"Sep 16th, 2002",2002,16.923076923076923
Pentium 4-M 2.00,1,1,2000,130.0,32,"Jun 24th, 2002",2002,15.384615384615385
Pentium 4-M 1.90,1,1,1900,130.0,32,"Jun 24th, 2002",2002,14.615384615384615
Pentium 4-M 1.80,1,1,1800,130.0,30,"Apr 23rd, 2002",2002,13.846153846153847
Pentium 4-M 1.70,1,1,1700,130.0,30,"Mar 4th, 2002",2002,13.076923076923077
Pentium 4-M 1.60,1,1,1600,130.0,30,"Mar 4th, 2002",2002,12.307692307692308
Pentium 4-M 1.50,1,1,1500,130.0,26,"Apr 23rd, 2002",2002,11.538461538461538
Pentium 4-M 1.40,1,1,1400,130.0,21,"Apr 23rd, 2002",2002,10.76923076923077
Pentium 4 HT EE 3.73,1,2,3733,90.0,115,"Feb 21st, 2005",2005,82.95555555555555
Pentium 4 HT EE 3.46,1,2,3460,130.0,110,"Oct 31st, 2004",2004,53.23076923076923
Pentium 4 HT EE 3.40,1,2,3400,130.0,110,"Jun 21st, 2004",2004,52.30769230769231
Pentium 4 HT EE 3.20,1,2,3200,130.0,110,"Nov 3rd, 2003",2003,49.23076923076923
Pentium 4 HT 672,1,2,3800,90.0,84,"Nov 14th, 2005",2005,84.44444444444444
Pentium 4 HT 670,1,2,3800,90.0,84,"May 26th, 2005",2005,84.44444444444444
Pentium 4 HT 662,1,2,3600,90.0,84,"Nov 14th, 2005",2005,80.0
Pentium 4 HT 661,1,2,3600,65.0,86,"Jan 5th, 2006",2006,110.76923076923077
Pentium 4 HT 651,1,2,3400,65.0,86,"Jan 5th, 2006",2006,104.61538461538461
Pentium 4 HT 641,1,2,3200,65.0,86,"Jan 5th, 2006",2006,98.46153846153847
Pentium 4 HT 640,1,2,3200,90.0,84,"Feb 20th, 2005",2005,71.11111111111111
Pentium 4 HT 631,1,2,3000,65.0,86,"Jan 5th, 2006",2006,92.3076923076923
Pentium 4 HT 630,1,2,3000,90.0,84,"Feb 20th, 2005",2005,66.66666666666667
Pentium 4 HT 571,1,2,3800,90.0,115,"Jun 12th, 2005",2005,84.44444444444444
Pentium 4 HT 570,1,2,3800,90.0,115,"Jun 21st, 2004",2004,84.44444444444444
Pentium 4 HT 561,1,2,3600,90.0,115,"Jun 12th, 2005",2005,80.0
Pentium 4 HT 560,1,2,3600,90.0,115,"Jun 21st, 2004",2004,80.0
Pentium 4 HT 551,1,2,3400,90.0,115,"Jun 12th, 2005",2005,75.55555555555556
Pentium 4 HT 550,1,2,3400,90.0,115,"Jun 21st, 2004",2004,75.55555555555556
Pentium 4 HT 541,1,2,3200,90.0,84,"Jun 12th, 2005",2005,71.11111111111111
Pentium 4 HT 540,1,2,3200,90.0,84,"Jun 21st, 2004",2004,71.11111111111111
Pentium 4 HT 531,1,2,3000,90.0,84,"Jun 12th, 2005",2005,66.66666666666667
Pentium 4 HT 530,1,2,3000,90.0,84,"Jun 21st, 2004",2004,66.66666666666667
Pentium 4 HT 524,1,2,3060,90.0,84,"Jan 1st, 2001",2001,68.0
Pentium 4 HT 524,1,2,3060,90.0,84,Jul 2006,2006,68.0
Pentium 4 HT 521,1,2,2800,90.0,84,"Jun 12th, 2005",2005,62.22222222222222
Pentium 4 HT 520,1,2,2800,90.0,84,"Jun 21st, 2004",2004,62.22222222222222
Pentium 4 HT 520,1,2,2800,90.0,84,"Jun 21st, 2004",2004,62.22222222222222
Pentium 4 HT 520,1,2,2800,90.0,84,"Jun 21st, 2004",2004,62.22222222222222
Pentium 4 HT 520,1,2,2933,90.0,84,"Jun 21st, 2004",2004,65.17777777777778
Pentium 4 HT 517,1,2,2933,90.0,84,"Jun 21st, 2004",2004,65.17777777777778
Pentium 4 HT 517,1,2,2933,90.0,84,"Jun 21st, 2004",2004,65.17777777777778
Pentium 4 HT 516,1,2,2933,90.0,84,"Jun 21st, 2004",2004,65.17777777777778
Pentium 4 HT 516,1,2,2933,90.0,84,"Jun 21st, 2004",2004,65.17777777777778
Pentium 4 HT 515,1,2,2933,90.0,84,"Jun 21st, 2004",2004,65.17777777777778
Pentium 4 HT 515,1,2,2933,90.0,84,"Jun 21st, 2004",2004,65.17777777777778
Pentium 4 HT 3.6E,1,2,3600,90.0,115,"Aug 4th, 2004",2004,80.0
Pentium 4 HT 3.20,1,2,3200,130.0,82,"Jun 23rd, 2003",2003,49.23076923076923
Pentium 4 HT 3.06,1,2,3060,130.0,110,"Jun 1st, 2003",2003,47.07692307692308
Pentium 4 HT 3.00,1,2,3000,130.0,82,"Apr 14th, 2003",2003,46.15384615384615
Pentium 4 HT 2.80,1,2,2800,130.0,70,"May 21st, 2003",2003,43.07692307692308
Pentium 4 HT 2.60,1,2,2600,130.0,69,"May 21st, 2003",2003,40.0
Pentium 4 HT 2.40,1,2,2400,130.0,66,"May 21st, 2003",2003,36.92307692307692
Pentium 4 519,1,1,3060,90.0,84,"Dec 1st, 2004",2004,34.0
Pentium 4 506,1,1,2660,90.0,84,"Jun 1st, 2005",2005,29.555555555555557
Pentium 4 506,1,1,2660,90.0,84,"Jun 1st, 2005",2005,29.555555555555557
Pentium 4 506,1,1,2660,90.0,84,"Jun 1st, 2005",2005,29.555555555555557
Pentium 4 505J,1,1,2660,90.0,84,"Dec 1st, 2004",2004,29.555555555555557
Pentium 4 505,1,1,2660,90.0,84,"Dec 1st, 2004",2004,29.555555555555557
Pentium 4 2.80,1,1,2793,130.0,110,"Aug 25th, 2002",2002,21.484615384615385
Pentium 4 2.66,1,1,2660,130.0,110,"Aug 25th, 2002",2002,20.46153846153846
Pentium 4 2.60,1,1,2600,130.0,92,"Aug 25th, 2002",2002,20.0
Pentium 4 2.53,1,1,2527,130.0,110,"May 6th, 2002",2002,19.43846153846154
Pentium 4 2.4,1,1,2400,130.0,110,"Apr 2nd, 2002",2002,18.46153846153846
Pentium 4 2.4,1,1,2400,130.0,92,"May 6th, 2002",2002,18.46153846153846
Pentium 4 2.26,1,1,2261,130.0,110,"Jan 7th, 2002",2002,17.392307692307693
Pentium 4 2.2,1,1,2200,130.0,92,"Jan 7th, 2002",2002,16.923076923076923
Pentium 4 2.0,1,1,2000,180.0,72,"Aug 27th, 2001",2001,11.11111111111111
Pentium 4 2.0,1,1,2000,180.0,72,"Aug 27th, 2001",2001,11.11111111111111
Pentium 4 2.0,1,1,2000,130.0,110,"Jan 1st, 2001",2001,15.384615384615385
Pentium 4 2.0,1,1,2000,130.0,92,"Jan 7th, 2002",2002,15.384615384615385
Pentium 4 1.9,1,1,1900,180.0,69,"Aug 27th, 2001",2001,10.555555555555555
Pentium 4 1.9,1,1,1900,180.0,69,"Aug 27th, 2001",2001,10.555555555555555
Pentium 4 1.8A,1,1,1800,180.0,69,"Jul 2nd, 2001",2001,10.0
Pentium 4 1.80,1,1,1800,180.0,67,"Aug 27th, 2001",2001,10.0
Pentium 4 1.8,1,1,1800,180.0,67,"Jul 2nd, 2001",2001,10.0
Pentium 4 1.7,1,1,1700,180.0,64,"Aug 27th, 2001",2001,9.444444444444445
Pentium 4 1.7,1,1,1700,180.0,64,"Apr 23rd, 2001",2001,9.444444444444445
Pentium 4 1.6,1,1,1600,180.0,61,"Jul 2nd, 2001",2001,8.88888888888889
Pentium 4 1.6,1,1,1600,180.0,61,"Aug 27th, 2001",2001,8.88888888888889
Pentium 4 1.5,1,1,1500,180.0,58,"Nov 20th, 2000",2000,8.333333333333334
Pentium 4 1.5,1,1,1500,180.0,58,"Aug 27th, 2001",2001,8.333333333333334
Pentium 4 1.4,1,1,1400,180.0,55,"Nov 20th, 2000",2000,7.777777777777778
Pentium 4 1.4,1,1,1400,180.0,55,"Aug 27th, 2001",2001,7.777777777777778
Pentium 4 1.3,1,1,1300,180.0,52,"Jan 3rd, 2001",2001,7.222222222222222
Pentium 3560Y,2,2,1200,22.0,12,"Sep 1st, 2013",2013,109.0909090909091
Pentium 3556U,2,2,1700,22.0,15,"Sep 1st, 2013",2013,154.54545454545453
Pentium 3550M,2,2,2300,22.0,37,"Sep 1st, 2013",2013,209.0909090909091
Pentium 350,2,4,1200,32.0,15,"Nov 21st, 2011",2011,150.0
Pentium 2129Y,2,2,1100,22.0,10,"Sep 1st, 2012",2012,100.0
Pentium 2117U,2,2,1800,22.0,17,"Sep 1st, 2012",2012,163.63636363636363
Pentium 2117U,2,2,1800,22.0,17,"Sep 1st, 2012",2012,163.63636363636363
Pentium 2030M,2,2,2500,22.0,35,"Jan 1st, 2013",2013,227.27272727272728
Pentium 2020M,2,2,2400,22.0,35,"Sep 1st, 2012",2012,218.1818181818182
Opteron X2170,4,4,2400,28.0,25,"Sep 1st, 2016",2016,342.85714285714283
Opteron X2150,4,4,1900,28.0,22,"May 29th, 2013",2013,271.42857142857144
Opteron X2 890,2,2,2800,90.0,95,"Mar 6th, 2006",2006,62.22222222222222
Opteron X2 885,2,2,2600,90.0,95,"Mar 6th, 2006",2006,57.77777777777778
Opteron X2 880,2,2,2400,90.0,95,"Sep 26th, 2005",2005,53.333333333333336
Opteron X2 875 HE,2,2,2200,90.0,55,"Feb 1st, 2006",2006,48.888888888888886
Opteron X2 875,2,2,2200,90.0,95,"Sep 26th, 2005",2005,48.888888888888886
Opteron X2 870 HE,2,2,2000,90.0,55,"Dec 1st, 2005",2005,44.44444444444444
Opteron X2 870,2,2,2000,90.0,95,"Sep 26th, 2005",2005,44.44444444444444
Opteron X2 865 HE,2,2,1800,90.0,55,"Aug 1st, 2005",2005,40.0
